area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Area covered by greenspace,2020,Percentage,Area sq km,16.7
E05000820,Ashton upon Mersey,Area covered by greenspace,2020,Percentage,Area sq km,17.4
E05000821,Bowdon,Area covered by greenspace,2020,Percentage,Area sq km,3.6
E05000822,Broadheath,Area covered by greenspace,2020,Percentage,Area sq km,4.6
E05000823,Brooklands,Area covered by greenspace,2020,Percentage,Area sq km,14.5
E05000824,Bucklow-St Martins,Area covered by greenspace,2020,Percentage,Area sq km,4
E05000825,Clifford,Area covered by greenspace,2020,Percentage,Area sq km,4.4
E05000826,Davyhulme East,Area covered by greenspace,2020,Percentage,Area sq km,12.5
E05000827,Davyhulme West,Area covered by greenspace,2020,Percentage,Area sq km,12
E05000828,Flixton,Area covered by greenspace,2020,Percentage,Area sq km,25.9
E05000829,Gorse Hill,Area covered by greenspace,2020,Percentage,Area sq km,2.7
E05000830,Hale Barns,Area covered by greenspace,2020,Percentage,Area sq km,14.3
E05000831,Hale Central,Area covered by greenspace,2020,Percentage,Area sq km,8.2
E05000832,Longford,Area covered by greenspace,2020,Percentage,Area sq km,26.2
E05000833,Priory,Area covered by greenspace,2020,Percentage,Area sq km,10.8
E05000834,St Mary's,Area covered by greenspace,2020,Percentage,Area sq km,6.1
E05000835,Sale Moor,Area covered by greenspace,2020,Percentage,Area sq km,21.4
E05000836,Stretford,Area covered by greenspace,2020,Percentage,Area sq km,6
E05000837,Timperley,Area covered by greenspace,2020,Percentage,Area sq km,7.6
E05000838,Urmston,Area covered by greenspace,2020,Percentage,Area sq km,5.8
E05000839,Village,Area covered by greenspace,2020,Percentage,Area sq km,8.8
