area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Single ethnicity households,2011,percentage,households,56.9
E05000820,Ashton upon Mersey,Single ethnicity households,2011,percentage,households,60.7
E05000821,Bowdon,Single ethnicity households,2011,percentage,households,63.3
E05000822,Broadheath,Single ethnicity households,2011,percentage,households,66
E05000823,Brooklands,Single ethnicity households,2011,percentage,households,65.4
E05000824,Bucklow-St Martins,Single ethnicity households,2011,percentage,households,61.2
E05000825,Clifford,Single ethnicity households,2011,percentage,households,47.1
E05000826,Davyhulme East,Single ethnicity households,2011,percentage,households,67.9
E05000827,Davyhulme West,Single ethnicity households,2011,percentage,households,69.7
E05000828,Flixton,Single ethnicity households,2011,percentage,households,64.8
E05000829,Gorse Hill,Single ethnicity households,2011,percentage,households,53.8
E05000830,Hale Barns,Single ethnicity households,2011,percentage,households,64.6
E05000831,Hale Central,Single ethnicity households,2011,percentage,households,62.1
E05000832,Longford,Single ethnicity households,2011,percentage,households,52.5
E05000833,Priory,Single ethnicity households,2011,percentage,households,54.3
E05000834,St Mary's,Single ethnicity households,2011,percentage,households,61.3
E05000835,Sale Moor,Single ethnicity households,2011,percentage,households,61.8
E05000836,Stretford,Single ethnicity households,2011,percentage,households,54.6
E05000837,Timperley,Single ethnicity households,2011,percentage,households,71.6
E05000838,Urmston,Single ethnicity households,2011,percentage,households,58.8
E05000839,Village,Single ethnicity households,2011,percentage,households,62.5
